,EmployeeID,EmployeeName,Education,EducationField,Department,JobRole,SelfRating,self_rating_category,ManagerRating,manager_rating_category,Salary,MaritalStatus,Ethnicity,Gender,Age,YearsAtCompany,TrainingOpportunitiesTaken,education_sorter
1000,2926-D386,Son Crowther,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,5.0,Excellent,5.0,Excellent,93015,Single,Black or African American,Male,24,3,1,3
1001,1FAC-768D,Elton Hyrons,Master's Degree,Computer Science,Technology,Software Engineer,4.0,Above Average,3.5,Above Average,61230,Divorced,White,Male,24,3,0,2
1002,60A3-AFA2,Gracie Horley,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.5,Above Average,2.5,Average,85006,Divorced,White,Female,23,3,2,3
1003,3B11-DF28,Helge Exley,High School,Computer Science,Technology,Data Scientist,4.444444444444445,Above Average,3.888888888888889,Above Average,57133,Single,White,Female,23,3,1,4
1004,4FAC-96CB,Dwayne Sturror,Master's Degree,Marketing,Sales,Sales Executive,3.5,Above Average,3.0,Average,110542,Divorced,White,Male,24,3,2,2
1005,EFA2-B2D0,Liz Durnford,High School,Other,Technology,Data Scientist,4.0,Above Average,3.0,Average,31254,Single,White,Female,21,3,0,4
1006,200B-1979,Jamie Sarll,Bachelor's Degree,Information Systems,Technology,Engineering Manager,3.0,Average,2.0,Below Average,339245,Divorced,White,Male,50,3,2,3
1007,8EF9-CECD,Mendy Hounsom,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.5,Above Average,2.5,Average,28704,Single,White,Male,23,3,0,3
1008,B5C6-A760,Brigitta Larkins,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,5.0,Excellent,4.5,Excellent,76518,Single,White,Female,21,3,0,3
1009,8DB6-5FC6,Madalena Leneham,Bachelor's Degree,Marketing,Sales,Sales Executive,4.5,Excellent,4.0,Above Average,69078,Married,White,Female,21,3,2,3
1010,AFE1-76D3,Keelby Pariss,No Formal Qualifications,Computer Science,Technology,Software Engineer,4.0,Above Average,3.5,Above Average,31624,Married,White,Male,21,3,1,5
1011,E927-46D7,Shandeigh Lindores,High School,Computer Science,Technology,Data Scientist,5.0,Excellent,5.0,Excellent,28989,Married,White,Female,22,3,2,4
1012,A859-9A84,Guthrie Blunt,High School,Computer Science,Technology,Data Scientist,3.5,Above Average,2.5,Average,31426,Divorced,White,Male,23,3,3,4
1013,E55D-FCA0,Emlynne Spight,No Formal Qualifications,Economics,Sales,Sales Representative,4.0,Above Average,3.0,Average,42066,Married,White,Female,21,3,0,5
1014,9385-321B,Marcille Tweedy,No Formal Qualifications,Economics,Sales,Sales Executive,3.0,Average,2.5,Average,107634,Single,White,Female,24,3,0,5
1015,B529-2745,Randall Worswick,No Formal Qualifications,Marketing,Sales,Sales Representative,3.5,Above Average,3.5,Above Average,27961,Single,White,Male,22,3,2,5
1016,EF95-30A5,Gregoire Bilbrook,Master's Degree,Business Studies,Technology,Senior Software Engineer,4.5,Excellent,4.5,Excellent,57603,Single,White,Male,23,3,1,2
1017,86E9-319B,Kirby Denison,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.5,Above Average,3.0,Average,26451,Single,White,Male,24,3,1,3
1018,9C27-3F5C,Kinna Krzyzowski,No Formal Qualifications,Computer Science,Technology,Software Engineer,5.0,Excellent,5.0,Excellent,32930,Divorced,White,Female,24,3,0,5
1019,54D0-5A71,Dur Lebarree,Bachelor's Degree,Business Studies,Technology,Software Engineer,3.5,Above Average,2.5,Average,33443,Married,White,Male,24,3,1,3
1020,3044-EB49,Rolando Pioch,High School,Economics,Sales,Sales Executive,5.0,Excellent,4.0,Above Average,100314,Married,White,Male,23,3,1,4
1021,C560-23D6,Chiquita Le Marchant,No Formal Qualifications,Computer Science,Technology,Software Engineer,3.5,Above Average,3.5,Above Average,45995,Divorced,White,Non-Binary,23,3,2,5
1022,EE12-1C73,Phyllis Wiles,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,3.0,Average,3.0,Average,44940,Single,White,Female,21,3,0,3
1023,91C6-564B,Thain Pedri,Bachelor's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,5.0,Excellent,40561,Married,White,Male,21,3,1,3
1024,A0EC-C4AE,Eleanora Issacoff,Bachelor's Degree,Marketing,Sales,Sales Executive,3.0,Average,3.0,Average,106586,Married,White,Female,24,3,0,3
1025,84D8-1A04,Adara Sleeford,Bachelor's Degree,Marketing,Sales,Sales Executive,5.0,Excellent,5.0,Excellent,48432,Married,White,Female,22,3,2,3
1026,DA17-A31F,Gleda Verzey,High School,Information Systems,Technology,Machine Learning Engineer,3.0,Average,2.0,Below Average,78275,Divorced,White,Female,23,3,3,4
1027,AB3B-98D9,Franky Dorie,Master's Degree,Other,Technology,Software Engineer,3.0,Average,2.0,Below Average,34823,Married,White,Male,22,3,3,2
1028,37D7-54B9,Kimberli Porritt,Bachelor's Degree,Economics,Sales,Sales Executive,5.0,Excellent,4.0,Above Average,195447,Married,White,Female,37,3,1,3
1029,9C7D-E1B1,Morly Gerin,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,4.222222222222222,Above Average,3.7777777777777777,Above Average,62509,Married,White,Male,22,1,0,3
1030,5EB3-47F6,Cthrine Harg,No Formal Qualifications,Economics,Sales,Sales Executive,4.0,Above Average,4.0,Above Average,73498,Married,White,Female,24,3,1,5
1031,43DD-6998,Angelia Letrange,Master's Degree,Business Studies,Technology,Analytics Manager,3.0,Average,3.0,Average,517695,Divorced,White,Female,48,3,0,2
1032,F1A8-7140,Robinet Nation,Bachelor's Degree,Other,Technology,Machine Learning Engineer,3.0,Average,2.0,Below Average,121470,Single,White,Male,24,3,2,3
1033,F546-D965,Candice Libreros,High School,Economics,Sales,Sales Executive,3.0,Average,2.0,Below Average,88382,Single,White,Female,23,3,3,4
1034,4BED-C7C2,Kahlil Kelso,Bachelor's Degree,Information Systems,Technology,Software Engineer,4.0,Above Average,3.0,Average,29722,Married,White,Male,24,3,2,3
1035,040C-EDED,Lonnie Braxton,High School,Computer Science,Technology,Software Engineer,3.4444444444444446,Average,2.888888888888889,Average,26782,Single,White,Male,22,3,1,4
1036,B34E-95FF,Samuele Creek,PhD,Marketing,Sales,Sales Executive,4.555555555555555,Excellent,4.0,Above Average,87347,Divorced,White,Male,25,2,1,1
1037,449E-0EB7,Dniren Muddiman,No Formal Qualifications,Marketing,Sales,Sales Executive,4.0,Above Average,3.0,Average,44646,Married,White,Female,23,3,0,5
1038,0FC3-2572,Bertie Tarling,Master's Degree,Marketing,Sales,Sales Representative,4.0,Above Average,4.0,Above Average,28898,Divorced,White,Female,24,3,2,2
1039,29AC-099C,Boy Greenall,No Formal Qualifications,Information Systems,Technology,Engineering Manager,3.0,Average,3.0,Average,115110,Married,White,Male,24,3,0,5
1040,A42A-4000,Rusty Rishbrook,High School,Marketing,Sales,Sales Executive,5.0,Excellent,5.0,Excellent,94417,Single,White,Male,23,3,1,4
1041,F83C-CA1D,Durante Heap,No Formal Qualifications,Information Systems,Technology,Software Engineer,3.888888888888889,Above Average,3.2222222222222223,Average,22515,Single,White,Male,21,1,1,5
1042,08E4-D3D5,Olvan Coatham,Master's Degree,Computer Science,Technology,Data Scientist,3.7777777777777777,Above Average,3.2222222222222223,Average,34634,Single,White,Male,21,1,2,2
1043,2B5B-7A52,Matti Liversley,Bachelor's Degree,Economics,Sales,Sales Executive,3.0,Average,3.0,Average,45518,Divorced,White,Female,23,3,3,3
1044,66D5-3142,Rivi Salkild,Bachelor's Degree,Business Studies,Technology,Data Scientist,4.0,Above Average,4.0,Above Average,175692,Married,White,Female,30,3,1,3
1045,0F53-9877,Verina Bottrell,Master's Degree,Computer Science,Technology,Data Scientist,3.0,Average,2.0,Below Average,100576,Single,White,Female,24,3,0,2
1046,4D95-ECAD,Daffy Borlease,Master's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,5.0,Excellent,47294,Divorced,White,Female,23,3,1,2
1047,D8B3-30D2,Madeleine Hazelby,No Formal Qualifications,Business Studies,Technology,Data Scientist,4.0,Above Average,3.5555555555555554,Above Average,53080,Married,White,Female,22,2,1,5
1048,29C2-1A3F,Wilone Vautrey,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,3.888888888888889,Above Average,3.4444444444444446,Average,158656,Married,White,Female,30,2,0,3
1049,BC5E-3B7B,Farra Boffey,No Formal Qualifications,Technical Degree,Sales,Sales Representative,5.0,Excellent,4.0,Above Average,24174,Divorced,White,Non-Binary,24,3,2,5
1050,7A1F-F1A3,Dunstan Whife,Bachelor's Degree,Economics,Sales,Sales Executive,5.0,Excellent,5.0,Excellent,84558,Single,White,Male,23,3,1,3
1051,AB61-2A7E,Mala Van Castele,No Formal Qualifications,Economics,Sales,Sales Representative,4.0,Above Average,3.0,Average,20802,Married,White,Female,22,2,1,5
1052,5A29-B9F4,Nicoli Shavel,Master's Degree,Marketing,Human Resources,HR Executive,4.0,Above Average,4.0,Above Average,149734,Single,White,Female,28,2,2,2
1053,939F-2461,Grantham Sandercock,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,3.0,Average,3.0,Average,101210,Married,White,Male,28,2,1,3
1054,98EE-8547,Lock Pierson,Bachelor's Degree,Information Systems,Technology,Analytics Manager,4.222222222222222,Above Average,3.5555555555555554,Above Average,531629,Married,White,Male,31,1,1,3
1055,E071-137E,Isacco Halden,High School,Marketing,Sales,Sales Representative,3.0,Average,2.0,Below Average,63234,Married,White,Male,24,2,0,4
1056,BD33-DB2F,Hashim Stolze,PhD,Computer Science,Technology,Machine Learning Engineer,3.0,Average,3.0,Average,63747,Divorced,White,Male,24,2,2,1
1057,5000-8203,Otha Lehrmann,Master's Degree,Information Systems,Technology,Analytics Manager,4.0,Above Average,4.0,Above Average,445906,Divorced,White,Female,38,2,1,2
1058,626D-4669,Gerardo Geggus,Master's Degree,Information Systems,Technology,Senior Software Engineer,3.0,Average,2.0,Below Average,51906,Single,White,Male,23,2,2,2
1059,A067-9F4F,Murray Rooms,Master's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.0,Average,215246,Married,White,Male,34,2,1,2
1060,E210-F193,Karia Bartunek,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.0,Average,151229,Divorced,White,Female,28,2,1,3
1061,9DB8-F763,Marlin Upcraft,Master's Degree,Information Systems,Technology,Data Scientist,5.0,Excellent,4.0,Above Average,26406,Married,White,Male,23,2,2,2
1062,E28D-424B,Buddie Ainger,No Formal Qualifications,Economics,Sales,Sales Executive,4.555555555555555,Excellent,4.111111111111111,Above Average,64689,Single,White,Non-Binary,22,1,2,5
1063,D8F6-DED3,Myrvyn Edsell,No Formal Qualifications,Computer Science,Technology,Software Engineer,3.0,Average,2.0,Below Average,26752,Married,White,Male,20,2,0,5
1064,4BE1-4A7B,Alexander Winstone,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.888888888888889,Above Average,3.5555555555555554,Above Average,44566,Divorced,White,Male,23,1,1,3
1065,8182-6AE6,Wandis Needs,High School,Marketing,Sales,Sales Executive,3.0,Average,2.0,Below Average,82357,Married,White,Female,25,2,0,4
1066,E55E-9436,Wayland McGlade,Bachelor's Degree,Marketing,Sales,Sales Executive,4.444444444444445,Above Average,4.111111111111111,Above Average,326896,Single,White,Male,41,2,0,3
1067,F9BA-C7C8,Celina Pawlata,Bachelor's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,4.0,Above Average,27347,Married,White,Female,23,2,0,3
1068,9ED3-ED64,Horatio Cristoferi,Master's Degree,Information Systems,Technology,Software Engineer,5.0,Excellent,5.0,Excellent,31618,Divorced,White,Male,21,2,0,2
1069,9A9B-630B,Nikolaus Grimmer,Master's Degree,Information Systems,Technology,Machine Learning Engineer,5.0,Excellent,4.0,Above Average,57285,Married,White,Prefer Not To Say,23,2,1,2
1070,3C73-12A0,Andee Kenen,High School,Information Systems,Technology,Senior Software Engineer,4.0,Above Average,4.0,Above Average,70766,Single,White,Female,22,2,2,4
1071,D9AE-B32C,Leelah Ludvigsen,No Formal Qualifications,Computer Science,Technology,Software Engineer,4.0,Above Average,4.0,Above Average,28359,Single,White,Female,22,2,1,5
1072,A072-D80B,Corbett Weippert,PhD,Marketing,Sales,Sales Executive,3.0,Average,2.0,Below Average,81294,Married,White,Male,27,2,2,1
1073,781F-6C21,Eugenio Sempill,Bachelor's Degree,Marketing,Sales,Manager,5.0,Excellent,4.0,Above Average,327587,Divorced,White,Male,43,2,1,3
1074,E8D3-CABA,Georg Nunnery,Master's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,5.0,Excellent,35654,Married,White,Male,20,2,3,2
1075,666A-B076,Huberto Coppins,High School,Computer Science,Technology,Software Engineer,5.0,Excellent,4.0,Above Average,62828,Single,White,Male,26,2,0,4
1076,6010-A052,Florry Pohlak,Master's Degree,Business Studies,Technology,Software Engineer,4.333333333333333,Above Average,3.888888888888889,Above Average,37094,Single,White,Female,20,1,1,2
1077,F0C3-4859,Lenka Ciotti,Bachelor's Degree,Information Systems,Technology,Software Engineer,4.222222222222222,Above Average,3.6666666666666665,Above Average,41476,Married,White,Non-Binary,21,0,2,3
1078,0317-B7BC,Ronni Beechcraft,Master's Degree,Marketing,Sales,Sales Executive,3.0,Average,2.0,Below Average,72622,Married,White,Female,23,2,1,2
1079,AFA8-5058,Dame Andrzejewski,Master's Degree,Human Resources,Human Resources,Recruiter,3.4444444444444446,Average,2.6666666666666665,Average,26186,Divorced,White,Male,20,2,1,2
1080,0E85-1FC5,Pet Dow,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,5.0,Excellent,4.0,Above Average,127182,Divorced,White,Female,31,2,1,3
1081,874D-5D4C,Clywd Burril,Master's Degree,Computer Science,Technology,Analytics Manager,4.0,Above Average,3.0,Average,456418,Divorced,White,Male,40,2,1,2
1082,6C42-A719,Bird Libbey,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.5555555555555554,Above Average,3.2222222222222223,Average,30442,Single,White,Female,22,0,1,3
1083,7BA2-EBDE,Borden McGuiness,Master's Degree,Marketing,Sales,Manager,5.0,Excellent,4.0,Above Average,321244,Single,White,Male,31,2,0,2
1084,00B0-F199,Trueman Jirasek,No Formal Qualifications,Marketing,Sales,Sales Executive,4.111111111111111,Above Average,3.4444444444444446,Average,97824,Married,White,Male,23,1,2,5
1085,6C7E-91CB,Jamie Blazejewski,Master's Degree,Marketing,Sales,Sales Executive,3.0,Average,3.0,Average,95591,Single,White,Male,28,2,3,2
1086,4D07-1452,Duke Whittenbury,High School,Marketing,Sales,Sales Executive,5.0,Excellent,5.0,Excellent,46750,Single,White,Male,21,2,0,4
1087,68D1-F434,Alick Heasley,Master's Degree,Information Systems,Technology,Engineering Manager,5.0,Excellent,5.0,Excellent,314668,Divorced,White,Male,40,2,1,2
1088,D4DF-162F,Perla Vivyan,High School,Computer Science,Technology,Engineering Manager,3.0,Average,3.0,Average,247730,Divorced,White,Female,36,2,1,4
1089,BC43-E62B,Bria Hendrickx,High School,Computer Science,Technology,Software Engineer,4.0,Above Average,3.0,Average,29956,Married,White,Female,23,2,0,4
1090,017D-0B97,Maison Werndley,High School,Technical Degree,Sales,Sales Representative,3.0,Average,2.0,Below Average,22558,Married,White,Male,20,2,0,4
1091,5AD2-3B02,Bourke Laird-Craig,Master's Degree,Business Studies,Technology,Senior Software Engineer,5.0,Excellent,5.0,Excellent,67200,Married,White,Male,25,2,0,2
1092,138C-2AEA,Susannah Gorioli,No Formal Qualifications,Marketing,Sales,Sales Representative,3.0,Average,2.0,Below Average,27053,Divorced,White,Female,22,2,0,5
1093,4049-CF88,Jose Davydzenko,Master's Degree,Information Systems,Technology,Data Scientist,3.0,Average,2.0,Below Average,40341,Married,White,Male,20,2,1,2
1094,0FEB-B474,Morten Ridgley,Bachelor's Degree,Marketing,Sales,Sales Executive,3.0,Average,2.0,Below Average,223619,Divorced,White,Male,44,2,0,3
1095,CC1D-5D73,Tillie Cregin,Bachelor's Degree,Marketing,Sales,Manager,3.0,Average,3.0,Average,254535,Single,White,Female,40,2,2,3
1096,AACC-8B93,Kaleena Ellsbury,Bachelor's Degree,Information Systems,Technology,Analytics Manager,4.0,Above Average,4.0,Above Average,462687,Divorced,White,Female,36,2,0,3
1097,D962-9E69,Esteban Guiraud,No Formal Qualifications,Computer Science,Technology,Data Scientist,4.0,Above Average,3.0,Average,29490,Divorced,White,Male,23,2,1,5
1098,0592-D909,Jamill Woolger,Bachelor's Degree,Information Systems,Technology,Analytics Manager,5.0,Excellent,5.0,Excellent,495977,Married,White,Male,39,2,1,3
1099,3E42-57C8,Quinton McAllister,Bachelor's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.4444444444444446,Average,84985,Single,White,Male,23,1,0,3
1100,6313-8E62,Addy Shambrook,No Formal Qualifications,Marketing,Sales,Sales Representative,3.888888888888889,Above Average,3.5555555555555554,Above Average,26508,Single,White,Male,23,1,1,5
1101,437C-4AD0,Cosmo Viney,Master's Degree,Computer Science,Technology,Analytics Manager,3.0,Average,3.0,Average,260835,Married,White,Male,40,2,2,2
1102,03D9-FF08,Lynnette Portinari,Master's Degree,Other,Technology,Software Engineer,4.0,Above Average,3.0,Average,44135,Single,White,Non-Binary,22,2,0,2
1103,86C5-8987,Cassaundra Kenyam,High School,Economics,Sales,Sales Executive,3.0,Average,2.0,Below Average,45220,Married,White,Female,22,2,1,4
1104,A1AB-EE7C,Neala Spandley,Master's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,4.0,Above Average,105091,Single,White,Female,32,2,1,2
1105,5EE9-CFCF,April Brunicke,Master's Degree,Computer Science,Technology,Engineering Manager,3.0,Average,3.0,Average,309371,Married,White,Female,48,2,3,2
1106,4846-2EC2,Luise Ornillos,High School,Information Systems,Technology,Software Engineer,4.0,Above Average,4.0,Above Average,56187,Married,White,Female,26,2,1,4
1107,9112-D01B,Emmie Lauchlan,Bachelor's Degree,Marketing,Sales,Manager,5.0,Excellent,4.0,Above Average,266449,Married,White,Female,50,2,1,3
1108,7696-E50D,Mignonne Dalton,Master's Degree,Information Systems,Technology,Software Engineer,5.0,Excellent,5.0,Excellent,34133,Married,White,Female,21,2,1,2
1109,130F-32AB,Lucretia Leebeter,No Formal Qualifications,Computer Science,Technology,Software Engineer,4.222222222222222,Above Average,3.6666666666666665,Above Average,30714,Single,White,Female,20,2,2,5
1110,1E20-2FFF,Addison McCormack,Bachelor's Degree,Marketing,Sales,Sales Executive,5.0,Excellent,4.0,Above Average,327674,Married,White,Male,28,2,2,3
1111,D676-2084,Shannon Kuhnel,High School,Economics,Human Resources,Recruiter,4.0,Above Average,3.0,Average,20583,Single,White,Male,21,2,0,4
1112,1BEA-3835,Hymie Aseef,High School,Computer Science,Technology,Software Engineer,3.0,Average,2.0,Below Average,21158,Married,White,Male,21,2,1,4
1113,576B-6628,Bing O'Heyne,Master's Degree,Economics,Sales,Sales Representative,5.0,Excellent,5.0,Excellent,22778,Married,White,Male,22,2,1,2
1114,3B2D-9E60,Flora Kowalski,No Formal Qualifications,Information Systems,Technology,Senior Software Engineer,3.0,Average,2.0,Below Average,236732,Married,White,Female,37,2,1,5
1115,5B0B-B105,Richard Titchen,High School,Marketing,Sales,Manager,3.0,Average,2.0,Below Average,360384,Married,White,Male,35,2,1,4
1116,BE07-BE80,Clemmie Heckner,Master's Degree,Computer Science,Technology,Software Engineer,3.0,Average,2.0,Below Average,28824,Single,White,Male,23,2,2,2
1117,5B38-57D2,Dennie Morrel,Bachelor's Degree,Information Systems,Technology,Software Engineer,5.0,Excellent,4.0,Above Average,29835,Married,White,Male,20,2,1,3
1118,EC6E-7F42,Art Brisseau,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,4.0,Above Average,3.5555555555555554,Above Average,264513,Married,White,Male,42,1,2,3
1119,AE9F-5268,Ev Bravington,Bachelor's Degree,Computer Science,Technology,Software Engineer,5.0,Excellent,5.0,Excellent,43072,Divorced,White,Male,22,2,1,3
1120,3F25-EF5E,Tybalt Horlick,High School,Marketing,Sales,Sales Representative,5.0,Excellent,5.0,Excellent,33750,Married,White,Male,23,2,1,4
1121,1E2C-A267,Gerick Archibould,High School,Other,Sales,Sales Executive,3.0,Average,3.0,Average,65489,Married,White,Male,23,2,0,4
1122,90C4-1053,Diann Brightie,No Formal Qualifications,Information Systems,Technology,Machine Learning Engineer,3.0,Average,2.0,Below Average,41342,Married,White,Female,20,2,1,5
1123,0210-E0D8,Yankee Charteris,Bachelor's Degree,Technical Degree,Sales,Sales Executive,3.888888888888889,Above Average,3.5555555555555554,Above Average,243989,Single,White,Male,36,1,1,3
1124,45FF-ACE6,Korrie Plampin,Bachelor's Degree,Marketing,Sales,Sales Executive,4.222222222222222,Above Average,3.888888888888889,Above Average,207479,Married,White,Female,28,1,1,3
1125,FADE-8191,Venita MacCague,Master's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,4.0,Above Average,85987,Married,White,Non-Binary,28,2,2,2
1126,817D-28CE,Bert Otton,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.888888888888889,Above Average,3.3333333333333335,Average,40614,Divorced,White,Female,22,0,1,3
1127,47C9-BD11,Conrad Soule,No Formal Qualifications,Information Systems,Technology,Senior Software Engineer,5.0,Excellent,4.0,Above Average,199718,Married,White,Prefer Not To Say,43,2,1,5
1128,E267-D788,Tristan Albro,High School,Computer Science,Technology,Senior Software Engineer,4.0,Above Average,4.0,Above Average,73389,Divorced,White,Male,22,2,1,4
1129,B3A4-91F0,Dud Durdan,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,5.0,Excellent,4.0,Above Average,68820,Divorced,White,Male,23,2,2,3
1130,F877-3BF9,Cozmo Duncklee,Master's Degree,Information Systems,Technology,Software Engineer,4.111111111111111,Above Average,3.6666666666666665,Above Average,61345,Single,White,Non-Binary,21,1,1,2
1131,55DC-C0F0,Marysa Stannislawski,Bachelor's Degree,Economics,Sales,Sales Executive,4.0,Above Average,3.0,Average,67718,Single,White,Female,23,2,2,3
1132,AAD7-8DDC,Simeon Cosslett,No Formal Qualifications,Computer Science,Technology,Engineering Manager,4.0,Above Average,4.0,Above Average,337946,Divorced,White,Male,50,2,2,5
1133,6B7D-82DB,Niko Purvess,No Formal Qualifications,Information Systems,Technology,Analytics Manager,4.0,Above Average,3.0,Average,465219,Single,White,Male,40,2,0,5
1134,D014-7DB2,Dolli Dodgson,Bachelor's Degree,Marketing,Sales,Sales Representative,3.7777777777777777,Above Average,3.3333333333333335,Average,35754,Single,White,Female,20,0,1,3
1135,61F3-DE78,Dehlia Fullerton,Bachelor's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,5.0,Excellent,23632,Single,White,Female,23,2,2,3
1136,619D-D78F,Leesa Gauford,High School,Business Studies,Technology,Data Scientist,3.0,Average,2.0,Below Average,38138,Single,White,Female,20,2,0,4
1137,E6D9-ADEE,Jenifer Jarvis,High School,Computer Science,Technology,Software Engineer,4.0,Above Average,3.3333333333333335,Average,28262,Divorced,White,Female,20,1,1,4
1138,06DE-E772,Zechariah Sturridge,Bachelor's Degree,Marketing,Sales,Sales Executive,3.7777777777777777,Above Average,3.3333333333333335,Average,341971,Married,White,Male,34,1,2,3
1139,C579-11D1,Benjie Grosvenor,Master's Degree,Information Systems,Technology,Data Scientist,5.0,Excellent,4.0,Above Average,22488,Married,White,Male,23,2,1,2
1140,0172-B5D2,Ketti Keighley,Master's Degree,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.0,Average,93291,Married,White,Female,27,2,3,2
1141,63E0-439B,Kirbee Pawelek,Master's Degree,Computer Science,Technology,Software Engineer,3.0,Average,3.0,Average,31072,Single,White,Female,22,2,1,2
1142,6957-5180,Ania Osboldstone,Bachelor's Degree,Economics,Sales,Sales Executive,4.0,Above Average,3.0,Average,113501,Married,White,Female,28,2,1,3
1143,36A3-F0A5,Hirsch Broadnicke,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,4.0,Above Average,3.0,Average,79724,Divorced,White,Male,23,2,0,3
1144,9671-222C,Akim Garfit,Bachelor's Degree,Business Studies,Technology,Software Engineer,4.0,Above Average,4.0,Above Average,21344,Divorced,White,Male,20,2,0,3
1145,55A7-8D82,Allyn Glyde,Master's Degree,Human Resources,Human Resources,HR Executive,4.0,Above Average,3.0,Average,75948,Married,White,Non-Binary,23,2,0,2
1146,E6C8-D659,Orazio Alejandri,Bachelor's Degree,Marketing,Sales,Sales Executive,5.0,Excellent,4.0,Above Average,155386,Divorced,White,Male,31,2,0,3
1147,46C8-1E24,Anjela Berns,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,4.0,Above Average,3.0,Average,243869,Single,White,Female,47,2,2,3
1148,F3A3-10CE,Jesus Marde,Master's Degree,Marketing,Sales,Sales Executive,3.888888888888889,Above Average,3.2222222222222223,Average,226512,Single,White,Male,40,2,0,2
1149,72D8-2284,Othelia Tumber,Bachelor's Degree,Computer Science,Technology,Data Scientist,5.0,Excellent,4.0,Above Average,40701,Divorced,White,Female,20,2,1,3
1150,DE9A-5E67,Mirabel Scotter,Master's Degree,Computer Science,Technology,Engineering Manager,3.0,Average,2.0,Below Average,307688,Single,White,Female,33,2,2,2
1151,F126-8059,Wally Dowse,Master's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.0,Average,53590,Divorced,White,Male,23,2,1,2
1152,BD70-7DAE,Kalil Gauntley,Bachelor's Degree,Business Studies,Technology,Software Engineer,4.111111111111111,Above Average,3.4444444444444446,Average,37014,Single,White,Male,22,1,0,3
1153,8640-414A,Rivkah Siderfin,Bachelor's Degree,Computer Science,Technology,Engineering Manager,5.0,Excellent,5.0,Excellent,390142,Married,White,Female,29,2,1,3
1154,F578-F0C8,Domeniga Killock,PhD,Business Studies,Technology,Software Engineer,4.111111111111111,Above Average,3.5555555555555554,Above Average,25149,Married,White,Female,21,1,2,1
1155,7F24-55A3,Boyce Heditch,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,3.0,Average,2.0,Below Average,80236,Married,White,Male,23,2,2,3
1156,0B49-32CD,Nettle Manwaring,High School,Information Systems,Technology,Data Scientist,3.0,Average,3.0,Average,41179,Divorced,White,Female,20,2,0,4
1157,991F-BAF4,Leonelle Frost,High School,Information Systems,Technology,Analytics Manager,3.0,Average,2.0,Below Average,350024,Married,White,Non-Binary,33,2,1,4
1158,BAE6-B5DE,Pammi Biernat,Bachelor's Degree,Other,Technology,Data Scientist,5.0,Excellent,5.0,Excellent,33354,Single,White,Female,22,2,1,3
1159,CFE3-312D,Jess Hoyte,Master's Degree,Other,Sales,Sales Executive,4.333333333333333,Above Average,4.111111111111111,Above Average,46452,Single,White,Male,21,1,0,2
1160,F532-0DAF,Byrle Fright,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.0,Average,3.0,Average,44076,Married,White,Male,22,2,2,3
1161,EC4D-D0F3,Camilla Caistor,Bachelor's Degree,Human Resources,Human Resources,HR Executive,5.0,Excellent,4.0,Above Average,96807,Married,White,Female,28,2,1,3
1162,9461-9439,Verne Heads,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,4.0,Above Average,4.0,Above Average,75816,Divorced,White,Male,21,2,1,3
1163,7CDB-25C4,Isaac Tomini,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,4.0,Above Average,4.0,Above Average,54114,Married,White,Male,22,2,1,3
1164,E2A0-930A,Federica Killiner,Master's Degree,Economics,Sales,Sales Executive,4.0,Above Average,3.0,Average,49374,Single,White,Female,21,2,1,2
1165,FD95-9EEB,Sasha Incogna,Master's Degree,Business Studies,Technology,Data Scientist,4.111111111111111,Above Average,3.6666666666666665,Above Average,96187,Single,White,Male,30,0,1,2
